name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,Crowdsale is auction,Has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Utility token enables decentralization,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share crowdsale investors (ex ante),Token share presale investors (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,Unsold tokens locked up,Lock up period unsold tokens (years),Team lockup period (weighted avg.),Presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Team size,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,address,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,Amount raised in presale (USDm),Amount raised in crowdsale (USDm),Total amount raised (USDm),Total amount raised (USDm),BTC_ret_ico_period,Presale discount (%),Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,Percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,average_discount,Team tokens locked up,Presale tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Token share crowdsale investors (ex post),post_money_val_crowdsale,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,Legal entity is corporation or LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry,(first) date,Time to listing (calendar days)
DMarket,DMarket,DMT,1,10970000,74023333,tokens,0,New Blockchain,,12950320,56921773,ERC-20,0,1,1,1,0,1,35948175,0,1,1,29,1,1,9,1,0,,1,0,1,0,0,0,1,0,0,1,0,0,,,No,Pantera Capital,0,80,1,0,high,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,1,1,0,0,0,Video Games & VR,0x2ccbff3a042c68716ed2a2cb0c544a9f1d1935e1,10/30/17,11/28/17,11/28/17,11,8,19,19,0,32,1,0,tokens,tokens,26,13,0,0,1,1,0,0,0,0,38,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,35,0,0,0,0,1,1,1,0,1,0,1,30,30,,1,Video Games & VR,2/3/18,67
doc.ai,,,1,0,31820000,tokens,1,Utility-token,,82666667,860000000,ERC-20,0,0,0,0,0,1,30333333,0,0,1,17,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,2,2,,S2 Capital; F50; Comet Labs; Legend Star,Pantera Capital,0,5,1,1,unknown,joint-stock corporation,United States,"540 Bryant St Suite 200, Palo Alto, CA 94301",0,0,0,0,0,1,1,1,1,0,0,Drugs & Healthcare,unknown,9/7/17,10/12/17,10/12/17,2,8,10,10,0,25,1,0,tokens,tokens,31,26,0,0,0,0,10,1,0,0,12,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,80,0,0,1,0,0,0,1,0,1,0,1,36,36,2,1,Drugs & Healthcare,,
Dock.io (DOCK),Dock,DOCK,1,0,20000000,USD,1,Utility-token,10500,95238095,1000000000,ERC-20,0,0,0,0,0,1,200000000,0,0,1,25,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,,,1,0,Liquid2; Passport Capital,No,1,12,1,1,high,joint-stock corporation,United States,unknown,0,0,0,0,0,1,1,0,0,0,1,Marketplaces,0xe5dada80aa6477e85d09747f2842f7993d0df71c,2/21/18,2/21/18,2/21/18,12,8,20,20,0,29,1,0,USD,USD,100,100,0,0,0,0,0,1,0,0,19,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,84,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,Marketplaces,4/25/18,63
DomRaider,DomRaider,DRT,1,41062000,41062000,EUR,1,New Blockchain,,272500000,1300000000,ERC-20,0,0,0,0,0,1,287500000,0,0,1,127,0,0,5,0,1,,1,0,1,0,1,0,0,0,0,1,0,0,0,,No,No,0,33,1,1,neutral,joint-stock corporation,France,"22 Allée Alan Turing, 63000 Clermont-Ferrand",0,0,0,0,0,1,0,0,1,1,0,Payments,0x9af4f26941677c706cfecf6d3379ff01bb85d5ab,9/10/17,10/11/17,10/9/17,,31,31,,0,20,1,1,EUR,EUR,,,,0,0,0,0,0,0,0,53,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,148,0,0,0,0,1,1,1,0,1,0,1,30,32,0,0,Payments,10/19/17,10
Dovu,Dovu,DOV,1,0,27066583,ETH,1,Utility-token,,9621731,1200000000,ERC-20,0,0,0,0,0,1,63750000,0,0,1,23,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,2,2,,No,No,0,7,1,0,high,joint-stock corporation,United Kingdom,"1st Floor College Green, College Green House 32-36, BS1 5SP, Bristol",0,0,0,0,0,1,0,0,1,1,1,Marketplaces,0xac3211a5025414af2866ff09c23fc18bc97e79b1,10/3/17,10/17/17,10/17/17,,1,1,,0,17,1,0,ETH,ETH,,,0,0,0,0,9,0,0,0,87,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,117,0,0,1,0,0,0,1,0,1,0,1,15,15,2,0,Marketplaces,10/28/17,11
DreamTeam,,,1,2000000,6000000,USD,1,Utility-token,,,200000000,ERC-20,0,0,0,0,0,1,,0,0,1,31,1,1,1,0,1,1,0,0,1,1,1,,,0,1,0,,,1,,Mangrove Capital Partners,Badwater Capital,0,12,1,1,high,joint-stock corporation,Cayman Islands,"DREAMTEAM  GROUP, 2454  Centennial  Towers,  Suite  205C,  West  Bay  Road,  West  Bay, Grand Cayman, KY1 1303, Cayman Islands",0,0,0,0,0,1,1,1,1,0,0,Video Games & VR,unknown,12/11/17,12/15/17,12/14/17,,,,,0,15,1,1,USD,USD,,,0,0,,0,10,0,0,0,,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1,4,5,1,0,Video Games & VR,,
Dynamic Trading Rights,Dynamic Trading Rights,DTR,1,0,15000000,USD,1,Utility-token,,730195500,3750000000,ERC-20,0,0,0,0,0,1,769804500,0,0,1,19,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,,No,No,0,6,1,1,low,joint-stock corporation,United Kingdom,"oken Holdings Limited, 3rd Floor 207 Regent Street, London, W1B 3HH",0,0,0,0,0,0,0,0,0,0,0,Trading & Exchanges,0xd234bf2410a0009df9c3c63b610c09738f18ccd7,11/6/17,12/6/17,12/6/17,8,7,15,15,1,0,1,0,USD,USD,100,100,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,38,0,0,1,0,0,0,1,0,1,0,1,31,31,0,1,Trading & Exchanges,12/20/17,14
EBCoin,EBCoin,EBC,1,3634618,28992418,tokens,0,Utility-token,,133096433,1500000000,ERC-20,0,0,0,0,0,1,150000000,0,0,1,34,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,,,1,,No,No,0,10,1,1,neutral,joint-stock corporation,Singapore,"EBC FOUNDATION PTE. LTD., 6 BATTERY ROAD #10-01 SINGAPORE 049909",0,0,0,0,0,1,0,0,1,1,0,Travel & Tourisim,0xec2e5c8d51fdd54fef83db8300399a3c2e167922,1/16/18,2/13/18,2/13/18,4,5,9,9,0,42,1,0,tokens,tokens,29,19,0,0,0,0,17,0,0,0,29,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,55,0,0,1,0,0,0,1,0,1,0,1,29,29,1,1,Travel & Tourisim,8/3/18,171
Ecobit,Ecobit,ECOB,1,4929160,61614500,BTC,1,Security,,,8888888888,NEM,0,0,1,1,0,0,,,,0,16,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,3,,No,No,0,10,0,0,high,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Agriculture,not applicable,5/9/17,6/15/17,6/15/17,0,,0,,0,,1,1,BTC,BTC,,,,,,1,93,0,1,1,,1,,1,0,0,0,0,0,1,0,0,0,0,1,1,,,0,1,0,0,0,0,0,0,0,0,,38,38,,1,Agriculture,7/5/17,20
Electrify.Asia (ELEC),Electrify.Asia,ELEC,1,0,30000000,USD,1,Utility-token,,125000000,750000000,ERC-20,0,0,0,0,0,1,250000000,0,0,1,18,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,,Global Brain,No,0,,1,1,neutral,joint-stock corporation,Singapore," ELECTRIFY ASIA PRIVATE LIMITED, 3 TEMASEK AVENUE #18-01 CENTENNIAL TOWER SINGAPORE 039190",0,0,0,0,0,1,1,0,1,0,1,Marketplaces,0xd49ff13661451313ca1553fd6954bd1d9b6e02b9,2/23/18,2/26/18,3/2/18,18,9,27,27,0,0,1,0,USD,USD,91,77,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,55,0,0,1,0,0,0,0,0,1,0,1,8,4,0,1,Marketplaces,3/9/18,7
Electroneum,Electroneum,ETN,1,0,40000000,USD,1,Utility-token,,6300000000,21000000000,No,0,0,0,0,0,0,,,,0,26,0,0,3,0,1,1,,1,1,0,0,0,0,1,0,1,0,0,,,No,No,0,12,1,1,low,joint-stock corporation,United Kingdom,"Lyndean House, 30-34 Albion Place, Maidstone, Kent, England, ME14 5DZ",0,0,0,0,0,0,0,0,0,0,0,Blockchain Infrastructure,not applicable,9/14/17,10/31/17,10/19/17,0,41,41,41,1,,1,0,USD,USD,104,100,,,0,0,34,0,0,0,34,0,,0,1,1,0,0,0,0,0,0,0,1,0,1,0,138,1,0,1,0,0,0,1,0,1,0,1,36,48,,1,Blockchain Infrastructure,11/2/17,14
EncrypGen,EncrypGen,DNA,1,0,2318880,BTC,1,Utility-token,,51000000,71000000,No,0,0,0,0,0,0,,,,0,11,1,0,16,1,1,1,,0,0,0,0,1,0,0,1,0,,,,,No,No,0,4,1,0,1,limited liability partnership,United States,"Encrypgen LLC, 9900 WEST SAMPLE RD. SUITE 300, CORAL SPRINGS, FL 33065",0,0,0,0,1,0,0,0,0,0,0,Drugs & Healthcare,not applicable,6/1/17,7/18/17,7/18/17,0,,0,,0,,1,0,BTC,BTC,,,,,,0,25,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,1,0,0,1,1,48,48,,1,Drugs & Healthcare,11/20/17,125
EncryptoTel [WAVES],EncryptoTel [WAVES],ETT,1,100000,3000000,USD,0,Utility-token,,,77663987,"Waves,ERC-20",0,0,0,0,0,1,,,,1,15,1,1,0,0,1,0,1,0,0,0,0,,,0,1,0,,,,,No,No,1,3,1,0,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Communications,0xe0c72452740414d861606a44ccd5ea7f96488278,4/24/17,5/31/17,5/11/17,,5,5,,0,,1,1,USD,USD,,,,,,0,17,0,0,0,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,0,0,0,0,,18,38,,0,Communications,6/10/17,30
Enigma,Enigma,ENG,1,0,45000000,USD,1,Utility-token,,41666667,150000000,ERC-20,0,1,1,1,0,1,33333333,1,1,0,14,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,,,,,Flybridge,Digital Currency Group; Pantera Capital; Fenbushi,0,4,0,1,high,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,0,0,0,Marketplaces,0xf0ee6b27b759c9893ce4f094b49ad28fd15a23e4,9/11/17,9/15/17,9/12/17,20,25,45,45,0,0,1,0,USD,USD,100,100,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,90,0,0,1,0,0,0,1,0,1,0,1,2,5,,1,Marketplaces,4/13/16,-517
Enjin Coin,Enjin Coin,ENJ,1,0,101960000,tokens,1,Cryptocurrency,,334000000,1250000000,ERC-20,0,0,0,0,0,1,400000000,0,0,1,34,0,0,8,0,0,,1,1,1,1,0,0,0,0,0,1,1,0,1,,No,No,0,8,1,0,high,limited liability partnership,Singapore,"Eniin Pte. Ltd., 16 RAFFLES QUAY #33-03 HONG LEONG BUILDING SINGAPORE 048581",0,0,0,0,0,0,1,1,0,0,0,Video Games & VR,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,10/3/17,10/31/17,10/31/17,12,23,35,35,0,85,1,0,tokens,tokens,34,25,0,0,0,0,50,0,0,0,53,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,86,0,0,0,1,0,1,1,0,0,1,1,29,29,1,1,Video Games & VR,11/1/17,1
Envion,Envion,EVN,1,0,150000000,tokens,1,Security,37000,105763160,127425494,ERC-20,0,1,1,1,0,0,,,,1,61,1,0,2,0,1,,0,0,1,1,0,1,0,0,1,0,,,,,Quadrat Capital; Catagonia Limited,No,1,9,1,1,neutral,joint-stock corporation,Switzerland,"envion AG, Zugerstrasse 72, 6340 Baar",0,0,0,0,0,1,1,0,0,0,0,Cryptocurrency Mining,0xd780ae2bf04cd96e577d3d014762f831d97129d0,12/15/17,1/14/18,1/14/18,0,100,100,100,0,,1,0,tokens,tokens,67,67,,,1,1,30,1,0,0,5,0,,1,1,1,0,1,1,1,1,1,0,0,0,1,1,120,0,1,0,0,0,0,0,0,1,0,1,31,31,,1,Cryptocurrency Mining,2/15/18,32
ETCWin,,,1,0,11464000,ETC,1,New Blockchain,,830000,3690000,ETC,0,,,,0,0,,,,1,0,0,0,0,0,1,,0,0,1,0,1,0,0,0,0,1,0,0,5,,No,No,1,34,1,0,neutral,other,China,"979 Yun Han Lu, Pudong Xinqu, Shanghai Shi",0,0,0,0,0,0,0,0,0,0,0,Blockchain Infrastructure,not applicable,10/23/17,11/23/17,11/6/17,0,12,12,12,0,,1,0,ETC,ETC,109,100,,,,,,0,0,0,,1,,1,1,1,0,0,0,1,0,0,0,0,0,1,0,55,0,0,0,0,1,1,1,0,0,0,0,15,32,,1,Blockchain Infrastructure,,
Ethbits,Ethbits,ETBS,1,681300,4723680,tokens,1,Security,801,1307752,5000000,ERC-20,0,1,1,1,0,0,,,,1,10,0,0,1,0,0,,1,0,0,0,0,1,0,0,1,0,,,,,No,No,0,3,0,0,low,joint-stock corporation,United Kingdom,"ETHBITS LIMITED, 27 Old Gloucester Street, London, United Kingdom, WC1N 3AX ",0,0,0,0,0,0,1,0,0,0,0,Trading & Exchanges,0x1b9743f556d65e757c4c650b4555baf354cb8bd3,4/15/17,5/13/17,5/13/17,0,1,1,1,0,,1,1,tokens,tokens,27,27,,,1,1,23,0,1,1,19,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,1,0,1,29,29,,1,Trading & Exchanges,6/1/17,19
Ethereum Movie Venture,Ethereum Movie Venture,EMV,1,0,52322542,tokens,1,Security,,5662000,6666666,ERC-20,0,0,9,1,0,0,,,,1,0,0,0,3,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,No,No,0,8,0,0,unknown,other,Switzerland,"aKenEvilThing, Hofacker 89, 3664 Burgistein",0,0,0,0,0,0,1,0,0,1,0,Events & Entertainment,0xb802b24e0637c2b87d2e8b7784c055bbe921011a,3/20/17,4/16/17,5/15/17,0,3,3,3,1,,1,0,tokens,tokens,6,6,,,1,1,99,0,0,0,94,0,,1,1,1,0,1,1,1,0,0,0,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,57,28,,1,Events & Entertainment,4/17/17,-28
Etherparty,Etherparty,FUEL,1,25000000,120676224,tokens,0,Utility-token,,52138405,1000000000,ERC-20,0,0,0,0,0,1,400000000,0,0,1,26,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,,No,No,0,12,0,1,neutral,joint-stock corporation,United States,unknown,0,0,0,0,1,1,0,0,0,0,0,Blockchain Infrastructure,0xea38eaa3c86c8f9b751533ba2e562deb9acded40,10/1/17,10/29/17,10/29/17,25,9,34,34,0,69,1,0,tokens,tokens,28,9,0,0,0,0,58,0,0,0,69,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,165,0,0,1,0,0,0,1,0,1,0,1,29,29,0,1,Blockchain Infrastructure,10/30/17,1
ETHLend,ETHLend,LEND,1,0,28682784,ETH,1,Utility-token,,940000000,1300000000,ERC-20,0,0,0,0,0,1,60000000,0,0,1,40,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,,No,No,0,21,0,0,high,joint-stock corporation,Estonia,"Tartu mnt 80, Kesklinna Linnaosa, Tallin, Harju Maakond, 10112",0,0,0,0,0,1,1,1,0,0,0,Finance,0x80fb784b7ed66730e8b1dbd9820afd29931aab03,11/25/17,12/27/17,12/27/17,2,27,29,29,1,17,1,0,ETH,ETH,100,100,0,0,0,0,9,0,0,0,6,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,38,0,0,1,0,0,0,1,0,1,0,1,33,33,1,1,Finance,11/30/17,-27
Everex,Everex,EVX,1,0,15000000,USD,1,Utility-token,8300,12500000,25000000,ERC-20,0,2,2,2,0,1,5000000,,1,1,27,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,,No,No,0,9,1,1,high,joint-stock corporation,Singapore,"EVX Holdings, Pte. Ltd, 80 Robinson Rd, 08-01 Singapore 068898",0,1,0,0,0,1,1,1,0,0,0,Finance,0xf3db5fa2c66b7af3eb0c0b782510816cbe4813b8,7/24/17,8/31/17,8/31/17,4,22,26,26,1,,1,0,USD,USD,176,100,1,1,2,2,28,0,0,0,29,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,45,0,0,1,0,0,0,0,0,1,0,1,39,39,0,1,Finance,10/10/17,40
Exscudo,,,1,2286410,62655948,BTC,1,Utility-token,,81156922,240000000,No,0,0,0,0,1,0,,,,1,47,0,0,3,0,1,0,,0,1,0,0,1,0,0,0,1,0,0,,,No,No,0,9,1,1,unknown,joint-stock corporation,Estonia,"Exscudo OÜ, Harju maakond, Tallinn, Haabersti linnaosa, Merirahu tn 58, 13516",0,0,0,0,0,0,1,0,0,0,0,Payments,not applicable,4/25/17,5/31/17,5/31/17,0,5,5,5,1,,1,1,BTC,BTC,8,8,,,0,0,9,0,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,1,0,1,0,16,0,0,1,0,0,0,0,0,1,0,1,37,37,,1,Payments,,
FidentiaX,FidentiaX,FDX,1,0,2617232,tokens,1,Utility-token,,100000000,130000000,ERC-20,0,0,0,0,1,0,,,,1,26,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,,,,,No,No,0,4,1,1,neutral,joint-stock corporation,Marshall Islands,"Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, Republic of the Marshall Islands, MH 96960",0,0,0,0,0,1,1,0,0,0,0,Insurance,0x52a7cb918c11a16958be40cba7e31e32a499a465,11/6/17,12/6/17,12/6/17,0,2,2,2,1,,1,0,tokens,tokens,60,60,,,0,0,13,0,0,0,40,0,,1,1,1,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,1,31,31,,1,Insurance,1/2/18,27
Filecoin,,,1,0,200000000,tokens,1,Utility-token,,,2000000000,No,0,1,1,1,1,1,39000000,1,1,0,36,0,0,3,0,0,1,,0,0,0,0,0,0,1,0,1,0,0,3,1,Y Combinator; Union Square Ventures; Sequoia Capital; Andreessen Horowitz,Digital Currency Group; Winklevoss Capital; Pantera Capital,0,,1,1,high,joint-stock corporation,United States,"Protocol Labs, Inc., 548 Market Street, 94104 San Francisco",0,0,0,1,1,1,0,1,0,0,0,Data Storage,not applicable,8/10/17,9/7/17,9/7/17,52,181,233,233,0,25,1,0,tokens,tokens,117,100,1,1,1,1,0,0,0,0,,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1,29,29,,1,Data Storage,,
Finom,,,1,0,101970000,tokens,1,Security,,,113300000,ERC-20,0,2,2,2,0,1,,2,2,1,67,1,1,5,0,1,,0,0,1,0,1,,,0,0,1,0,0,2,,No,No,1,13,1,0,high,joint-stock corporation,Switzerland,"Alte Haslenstrasse 5  	9053 Teufen AR",0,1,0,0,0,1,1,0,0,0,0,Finance,unknown,11/15/17,12/30/17,12/30/17,34,7,41,41,1,20,1,0,tokens,tokens,40,11,,2,,2,9,1,0,0,,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,,,0,1,0,0,0,0,0,0,1,0,1,46,46,,0,Finance,,
FinShi,,,0,30000000,50000000,USD,1,Security,,,21420275,ERC-20,0,1,1,1,0,1,,1,1,1,36,0,0,0,0,0,,0,0,1,0,0,,,0,0,1,0,0,,,CapInvest21,0,0,3,1,1,high,unknown,Singapore,"Suntec Tower Temasek, Boulevard, Singapore 038988",0,0,0,0,0,1,1,1,0,0,0,Finance,unknown,9/6/17,10/6/17,10/6/17,2,21,23,23,0,30,1,1,USD,USD,46,44,1,1,,1,5,1,0,0,,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,,,0,1,0,0,0,0,0,0,0,0,,31,31,,0,Finance,,
FintruX Network (FTX),FintruX Network,FTX,1,2251981,18904196,tokens;ETH,1,Utility-token,,65886804,100000000,ERC-20,0,0,0,0,1,1,9113196,0,0,1,47,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,,,0,,No,No,0,6,1,0,unknown,joint-stock corporation,Singapore,"FintruX  Pte. Ltd, 141  Cecil Street #10 01 Singapore 069541",0,0,0,0,0,1,1,1,0,0,1,Finance,0xd559f20296ff4895da39b5bd9add54b442596a61,1/7/18,2/28/18,2/28/18,3,16,19,19,0,0,1,1,tokens,ETH,100,100,0,0,0,0,9,0,0,0,16,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,25,0,0,1,0,0,0,0,0,1,0,1,53,53,0,1,Finance,4/23/18,54
FirstBlood,FirstBlood,1ST,1,0,5500000,USD,1,Utility-token,,70224609,85558364,ERC-20,0,0,0,0,0,0,,,,1,26,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,,,1,,No,No,0,4,0,0,neutral,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,1,0,0,Video Games & VR,0xaf30d2a7e90d7dc361c8c4585e9bb7d2f6f15bc7,9/26/16,10/24/16,9/26/16,0,6,6,6,0,,1,0,USD,USD,100,100,,,0,0,41,0,0,0,39,1,,1,1,0,0,0,1,1,0,0,0,0,0,1,1,7,0,0,1,0,0,0,1,0,1,0,1,1,29,1,1,Video Games & VR,9/28/16,2
Flixxo,Flixxo,FLIXX,1,2050850,14355950,ETH,1,Utility-token,1950,23151329,763337097,ERC-20,0,0,0,0,0,1,40185768,0,0,1,26,1,1,2,0,1,1,1,0,1,0,1,0,0,0,1,0,,,2,,No,No,0,5,0,0,low,unknown,Gibraltar,"Flixxo - Suite 23 Portland House Glacis Road, Gibraltar ",0,0,0,0,0,0,0,0,1,1,1,Content Management,0xf04a8ac553fcedb5ba99a64799155826c136b0be,10/24/17,11/23/17,11/23/17,3,2,5,5,0,35,1,1,ETH,ETH,33,17,0,0,0,0,23,0,1,1,27,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,66,0,0,1,0,0,0,1,0,0,0,,31,31,2,1,Content Management,11/26/17,3
FundYourselfNow,FundYourselfNow,FYN,1,1500000,,USD,1,Security,,730000,12500000,ERC-20,0,2,2,2,0,1,213672,1,1,1,13,0,0,0,0,1,,1,0,1,0,0,1,0,0,0,1,0,0,1,,No,No,0,6,0,1,high,unknown,Singapore,unknown,0,0,0,0,0,0,0,0,0,0,0,Finance,0x88fcfbc22c6d3dbaa25af478c578978339bde77a,6/13/17,7/31/17,7/31/17,0,1,2,2,0,29,1,1,USD,USD,,,1,1,2,2,17,0,0,0,16,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,20,0,1,0,0,0,0,0,0,0,0,,49,49,,1,Finance,8/4/17,4
FunFair,FunFair,FUN,1,3333333,,tokens,1,Utility-token,,3654638581,17173696075,ERC-20,0,0,0,0,0,0,,,,1,23,1,0,3,0,1,1,1,0,1,0,,,0,0,0,1,0,0,2,,No,KR1; BlockTower Capital; Pantera Capital,0,30,1,1,neutral,joint-stock corporation,United Kingdom,"Grand Union House 20 Kentish Town Road, Camden, London, United Kingdom, NW1 9NX",0,0,0,0,0,1,0,0,1,1,0,Gambling & Betting,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,6/22/17,7/7/17,6/23/17,0,26,26,26,0,,1,1,tokens,tokens,,,,,0,0,33,0,0,0,29,1,,1,1,1,0,0,1,1,1,0,1,0,0,1,0,122,0,0,1,0,0,0,1,0,1,0,1,2,16,,1,Gambling & Betting,6/27/17,4
Fusion,Fusion,FSN,1,0,44052992,ETH,0,New Blockchain,7343,20480000,81920000,ERC-20,0,2,2,2,0,1,16384000,,1,1,60,1,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,,,Eastmore Group; Alpview Capital,No,0,10,1,1,high,joint-stock corporation,Singapore,100 Tras Street #16-01 100 AM Singapore 079027,0,0,0,0,0,0,1,1,0,0,0,Finance,0xd0352a019e9ab9d757776f532377aaebd36fd541,2/1/18,2/11/18,2/10/18,,43,43,,0,,1,0,ETH,ETH,,,,,2,2,5,0,0,0,45,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,173,0,0,0,0,1,1,1,0,1,0,1,10,11,,0,Finance,2/16/18,6
Gameflip,FLIP,FLP,1,3547080,39402324,ETH,1,Utility-token,,43200000,100000000,ERC-20,0,0,1,1,1,0,,,,0,42,1,1,3,1,1,1,1,0,1,0,1,0,0,0,1,0,,,0,,Bullpen Capital; GoAhead Ventures; Social Starts,No,0,7,1,1,neutral,joint-stock corporation,United States,"152 North Third Street., Suite 200, San Jose, CA 95112",0,0,0,0,0,0,1,0,0,1,0,Video Games & VR,0x3a1bda28adb5b0a812a7cf10a1950c920f79bcd3,10/13/17,1/29/18,1/29/18,0,,0,,1,,1,1,ETH,ETH,,,,,,1,41,0,0,0,,1,,1,1,1,0,0,1,1,1,1,0,0,0,1,0,,0,0,1,0,0,0,1,0,1,0,1,109,109,0,1,Video Games & VR,5/4/18,95
Gatcoin,Gatcoin,GAT,1,0,14500000,USD,1,Utility-token,,16165761,1000000000,ERC-20,0,0,0,0,1,1,483834239,0,0,1,38,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,,No,No,0,8,1,0,high,joint-stock corporation,Hong Kong,"5 Tai Mong Tsai Rd, Sai Kung, Hong Kong",0,0,0,0,0,0,0,1,0,0,0,Commerce & Advertising,0x687174f8c49ceb7729d925c3a961507ea4ac7b28,1/13/18,1/28/18,1/14/18,15,1,16,16,0,17,1,0,USD,USD,110,,0,0,0,0,5,0,0,0,16,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,36,0,0,1,0,0,0,1,0,1,0,1,2,16,0,1,Commerce & Advertising,1/20/18,6
